game_id,oracle,backend,prior_risk,residual_risk,eventual_risk,intervention_cost,net_regret,dri,eventual_dri,identity_mi_bits,decision_signature_mi_bits,map_type_accuracy,decision_accuracy,expected_commitment_time,root_choice
repeated-noisy-interaction,reconnaissance,fraction,20,5/4,5/4,15/4,5,15/16,15/16,0.9375,0.9375,31/32,31/32,15/8,act:stage_shared_item
repeated-noisy-interaction,fixed_action__advance_task,fraction,20,20,20,0,20,0,0,0.0,0.0,1/2,1/2,1,act:advance_task
repeated-noisy-interaction,fixed_action__stage_shared_item,fraction,20,10,10,2,12,1/2,1/2,0.5,0.5,3/4,3/4,1,act:stage_shared_item
repeated-noisy-interaction,fixed_response,float,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,commit:choose_left
repeated-noisy-interaction,passive_net,float,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,commit:choose_left
repeated-noisy-interaction,task_active_net,float,20.0,1.25,1.25,3.75,5.0,0.9375,0.9375,0.9375,0.9375,0.96875,0.96875,1.875,act:stage_shared_item
repeated-noisy-interaction,task_information,float,20.0,1.25,1.25,3.75,5.0,0.9375,0.9375,0.9375,0.9375,0.96875,0.96875,1.875,act:stage_shared_item
repeated-noisy-interaction,reconnaissance,float,20.0,1.25,1.25,3.75,5.0,0.9375,0.9375,0.9375,0.9375,0.96875,0.96875,1.875,act:stage_shared_item
repeated-noisy-interaction,fixed_action__advance_task,float,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,act:advance_task
repeated-noisy-interaction,fixed_action__stage_shared_item,float,20.0,10.0,10.0,2.0,12.0,0.5,0.5,0.5,0.5,0.75,0.75,1.0,act:stage_shared_item
